,Actual size,Exposure,Maintenance fees,Possession,Age of building,Outdoor space,Price/sqm,Locker,Heating type:,Parking type:,Property type:,Area:,Ensuite laundry:,Parking:,Corp #:,Size:,Show all,Bed,Bath,Parking,price,Broker,MLS Number,address,amenities,included_in_maintenance_fees
0,728,NW,$515.36 ,45Days/Tba,21 years old,Open Balcony,"$8,528 ",Owned,Forced Air,Underground,Condo Apt,Englemount | Lawrence,Yes,Yes,MTCC-1316,65-74 sqm, details,1+1,1,1,"$579,900 ","RE/MAX REALTRON REALTY INC., BROKERAGE",C5399395,707 - 8 Covington Rd,"Concierge, Gym, Guest Suites, Outdoor Pool, Party Room, Sauna, Public Transit, Visitor Parking","Water, Cable TV, Common Element, Building Insurance, Parking"
0,865,W,$776.35 ,Flexible,16 years old,None,"$8,124 ",Owned,Forced Air,Underground,Condo Apt,Mimico,Yes,Yes,TSCC-1643,74-84 sqm, details,1+1,2,NA,"$649,900 ","SAGE - VERITY REAL ESTATE, BROKERAGE",W5400256,217 - 2121 Lake Shore Blvd W,"Concierge, Guest Suites, Gym, Indoor Pool, Party Room, Visitor Parking, Public Transit, Elevator","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance"
0,888,SW,$649.00 ,90-120 Day/Tbd,15 years old,None,"$12,194 ",Owned,Forced Air,Underground,Condo Apt,Fort York,Yes,Yes,TSCC-1789,74-84 sqm, details,1+1,1,NA,"$999,900 ","RE/MAX WEST REALTY INC., BROKERAGE",C5399271,329 - 637 Lake Shore Blvd W,"BBQ Permitted, Concierge, Gym, Media Room, Party Room, Sauna, Visitor Parking, Pets","Water, Common Element, Building Insurance, Air Conditioning, Heat, Parking"
0,1000-1199,W,$607.00 ,30/60 Days/Tba,47 years old,Open Balcony,"$2,837 - $3,386",None,Baseboard,Underground,Condo Townhouse,Glenfield-Jane Heights,Yes,Yes,YCC-164,93-111 sqm, details,3,2,1,"$314,900 ","RE/MAX REALTRON REALTY INC., BROKERAGE",W5399357,229 - 10 Eddystone Ave,"Security System, Visitor Parking","Heat, Water, Cable TV, Common Element, Building Insurance, Parking"
0,702,E,$662.80 ,Tba,14 years old,Open Balcony,"$9,923 ",Owned,Forced Air,Underground,Condo Apt,Willowdale West,Yes,Yes,TSCC-1891,65-74 sqm, details,1+1,1,1,"$644,999 ","EXP REALTY, BROKERAGE",C5398562,1212 - 509 Beecroft Rd,"Concierge, Party Room, Visitor Parking, Guest Suites, Meeting Room, Parking Garage, Pet Restriction, Sauna","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,1934,NW,$862.60 ,Tba,24 years old,Open Balcony,"$6,600 ",None,Fan Coil,Underground,Condo Townhouse,Willowdale East,Yes,3,MTCC-1138,167-186 sqm, details,3,3,NA,"$1,188,000 ","SINCERE REALTY INC., BROKERAGE",C5399607,1517 - 28 Sommerset Way,"Security Guard, Security System, Visitor Parking, Public Transit, BBQ Permitted, Parking Garage, Pet Restriction","Water, Common Element, Building Insurance, Parking"
0,1084,W,$901.36 ,30/60,5 years old,Open Balcony,"$11,574 ",Owned,Forced Air,Underground,Condo Apt,Lawrence Park South,Yes,Yes,TSCC-2537,93-111 sqm, details,2+1,2,1,"$1,169,000 ","MCCANN REALTY GROUP LTD., BROKERAGE",C5398888,418 - 3018 Yonge St,"Concierge, Gym, Outdoor Pool, Party Room, Rooftop Deck, Visitor Parking, BBQ Permitted, FibreStream Internet","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,600-699,S,$391.40 ,30 Days,0 years old,Open Balcony,"$10,308 - $11,964",None,Forced Air,NA,Condo Apt,Mount Pleasant West,Yes,No,TSCC-2854,56-65 sqm, details,1+1,1,NA,"$669,999 ","REXIG REALTY INVESTMENT GROUP LTD., BROKERAGE",C5401238,4405 - 2221 Yonge St,"BBQ Permitted, Gym, Indoor Pool, Rec Room, Rooftop Deck, Security Guard, Concierge, Public Transit","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,508,NE,$336.00 ,Immediate,7 years old,Open Balcony,"$12,319 ",Owned,Forced Air,Underground,Condo Apt,Liberty Village,Yes,No,TSCC-2371,46-56 sqm, details,1,1,0,"$579,000 ","JUSTO INC., BROKERAGE",C5401795,1404 - 150 East Liberty St,"Bike Storage, Concierge, Guest Suites, Gym, Sauna, Visitor Parking, BBQ Permitted, Beanfield Fibre Available","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,567,W,$632.00 ,Immediate,4 years old,Open Balcony,"$12,264 ",Owned,Forced Air,Underground,Condo Apt,Casa Loma,Yes,Yes,TSCC-2715,46-56 sqm, details,1+1,1,NA,"$650,000 ","KINGSWAY REAL ESTATE, BROKERAGE",C5399538,1408 - 501 St Clair Ave W,"Party Room, Outdoor Patio, Outdoor Pool, BBQ Permitted, Concierge, Guest Suites, Gym, Meeting Room","Heat, Water, Common Element, Building Insurance, Air Conditioning"
0,1000-1199,N,$440.04 ,Flexible,3 years old,Terrace,"$7,649 - $9,129",Owned,Forced Air,Underground,Condo Townhouse,Briar Hill-Belgravia,Yes,Yes,TSCC-2630,93-111 sqm, details,2,2,NA,"$849,000 ","RE/MAX HALLMARK REALTY LTD., BROKERAGE",W5399827,227 - 380 Hopewell Ave,"BBQ Permitted, Bike Storage, Concierge, BBQ Permitted, Bike Storage, Visitor Parking","Common Element, Building Insurance, Parking, Water"
0,1024,SW,$928.18 ,Tba,15 years old,Open Balcony,"$6,873 ",Owned,Forced Air,Underground,Condo Apt,Edenbridge | Humber Valley,Yes,Yes,TSCC-1736,93-111 sqm, details,2+1,2,NA,"$652,900 ","GRACE DWYER REAL ESTATE, BROKERAGE",W5399911,809 - 38 Fontenay Crt,"Guest Suites, Gym, Indoor Pool, Party Room, Sauna, Visitor Parking, Concierge, Public Transit","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,499,W,$369.91 ,60/90,21 years old,None,NA,None,Forced Air,Underground,Condo Apt,St. Lawrence,Yes,Yes,MTCC-1385,0-46 sqm, details,Studio,1,NA,"$469,000 ","ENGEL & VOLKERS TORONTO CENTRAL, BROKERAGE",C5398636,240 - 109 Front St E,"Concierge, Gym, Party Room, Rooftop Deck, Security System, Pets, Public Transit, Elevator","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,1144,SE,$932.37 ,2021-12-06 0:00,10 years old,Open Balcony,"$8,481 ",None,Forced Air,Underground,Condo Apt,High Park-Swansea,Yes,Yes,TSCC-2143,93-111 sqm, details,2+1,2,NA,"$899,000 ","ROYAL LEPAGE INFINITY REALTY, BROKERAGE",W5398998,1304 - 103 The Queensway Rd,"Concierge, Guest Suites, Gym, Indoor Pool, Security Guard, Visitor Parking, Party Room, Meeting Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,1200-1399,SE,$488.30 ,60-90 Days Tbd,-,Open Balcony,"$3,608 - $4,225",Exclusive,Radiant,NA,Co-Op Apt,Edenbridge | Humber Valley,No,No,,111-130 sqm, details,3,1,0,"$469,000 ","ROYAL LEPAGE TERREQUITY REALTY, BROKERAGE",W5399825,103 - 30 Allanhurst Dr,Visitor Parking,"Heat, Water"
0,5377,SW,"$5,316.20 ",60/90 Days,21 years old,Terrace,"$16,770 ",Owned,Forced Air,Underground,Condo Apt,Bedford Park-Nortown,Yes,4,MTCC-1331,+465 sqm, details,3+1,4,NA,"$8,385,000 ","SOTHEBY`S INTERNATIONAL REALTY CANADA, BROKERAGE",C5399661,PH34 - 3600 Yonge St,"BBQ Permitted, Concierge, Gym, Guest Suites, Indoor Pool, Security Guard, Public Transit, Parking Garage","Heat, Water, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking"
0,687,SE,$593.50 ,Tbd,18 years old,Terrace,"$9,297 ",Owned,Forced Air,Underground,Condo Apt,Bayview Village,Yes,Yes,TSCC-1496,56-65 sqm, details,1+1,2,NA,"$595,000 ","COLDWELL BANKER THE REAL ESTATE CENTRE, BROKERAGE",C5400017,1905 - 1 Rean Dr,"Bike Storage, Concierge, Gym, Indoor Pool, Party Room, Public Transit, Visitor Parking, Meeting Room","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,5000,SW,"$1,630.68 ",Tba,20 years old,None,"$19,353 ",Exclusive,Radiant,Underground,Condo Apt,King West,Yes,Yes,MTCC-1415,+465 sqm, details,3,3,1,"$8,999,000 ","CHESTNUT PARK REAL ESTATE LIMITED, BROKERAGE",C5400617,500 - 468 Wellington St W,"Security System, Gym, Pets, Concierge, Public Transit, Elevator, Parking Garage, Security Guard","Water, Air Conditioning, Common Element, Heat, Building Insurance, Parking"
0,913,N,$746.95 ,30/Tba,11-15 years old,Juliet Balcony,"$9,400 ",Owned,Forced Air,Underground,Condo Apt,Church St. Corridor,Yes,Yes,TSCC-1952,84-93 sqm, details,2+1,2,NA,"$799,000 ","RE/MAX CROSSROADS REALTY INC., BROKERAGE",C5401327,319 - 23 Carlton St,"Concierge, Gym, Indoor Pool, Party Room, Security Guard, Visitor Parking","Heat, Water"
0,913,W,$648.83 ,01-Jan-22,29 years old,None,"$5,871 ",None,Forced Air,Underground,Condo Apt,Dorset Park,Yes,Yes,MTCC-1039,84-93 sqm, details,2,2,NA,"$499,000 ","CENTURY 21 LEADING EDGE REALTY INC., BROKERAGE",E5399515,805 - 2550 Lawrence Ave E,"Gym, Indoor Pool, Party Room, Sauna, Security Guard, Visitor Parking, Parking Garage, Pet Restriction","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,755,S,$510.82 ,Tbd (30/60),6 years old,Open Balcony,"$12,000 ",Owned,Forced Air,Underground,Condo Apt,Mimico,Yes,Yes,TSCC-2471,65-74 sqm, details,2,2,NA,"$840,000 ","SLATE REALTY INC., BROKERAGE",W5398761,3710 - 2200 Lake Shore Blvd W,"Concierge, Gym, Indoor Pool, Party Room, Squash Court, Rooftop Deck, Visitor Parking, BBQ Permitted","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,531,W,$525.79 ,2021-11-01 0:00,9 years old,Open Balcony,"$11,592 ",Owned,Forced Air,Underground,Condo Apt,Bayview Village,Yes,Yes,TSCC-2242,46-56 sqm, details,1,1,NA,"$568,000 ","AIMHOME REALTY INC., BROKERAGE",C5401379,707 - 17 Kenaston Gdns,"Party Room, Visitor Parking, Guest Suites, Media Room, Meeting Room, Parking Garage, Pet Restriction, Security System","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,1000-1199,NW,$717.96 ,Flexible,New,Terrace,"$10,269 - $12,257",None,Heat Pump,Garage,Condo Apt,Danforth,Yes,No,,93-111 sqm, details,2,2,NA,"$1,139,900 ","RIGHT AT HOME REALTY INC., BROKERAGE",E5400143,104 - 14 Dewhurst Blvd,"BBQ Permitted, BBQ Permitted","Heat, Common Element, Building Insurance, Water"
0,791,SE,$496.46 ,60 Days/ Tba,46 years old,Open Balcony,"$5,341 ",Ensuite,Forced Air,Underground,Condo Apt,Kingsview Village | The Westway,Yes,Yes,YCC-212,74-84 sqm, details,1,1,NA,"$389,900 ","ROYAL LEPAGE SUPREME REALTY, BROKERAGE",W5412505,2101 - 11 Wincott Dr,"Gym, Indoor Pool, Rec Room, Sauna, Security Guard, Pets, Parking Garage, Security System","Heat, Water, Hydro, Cable TV, Common Element, Building Insurance, Parking, Air Conditioning"
0,825,SE,$730.37 ,Tbd,6 years old,Open Balcony,"$14,026 ",Owned,Forced Air,Underground,Condo Apt,Yorkville,Yes,Yes,TSCC-2451,74-84 sqm, details,2,2,NA,"$1,080,000 ","RE/MAX REALTRON YC REALTY, BROKERAGE",C5413431,608 - 32 Davenport Rd,"Concierge, Gym, Rooftop Deck, Visitor Parking, Public Transit, Party Room, BBQ Permitted, Guest Suites","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,630,N,$576.88 ,Tbd,17 years old,Open Balcony,"$10,644 ",Owned,Forced Air,Underground,Condo Apt,Willowdale East,Yes,Yes,TSCC-1574,56-65 sqm, details,1+1,1,NA,"$628,000 ","RIGHT AT HOME REALTY INC., BROKERAGE",C5414479,1202 - 2 Clairtrell Rd,"Security Guard, Security System, Rec Room, Gym, Sauna, Public Transit, Visitor Parking, Parking Garage","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,922,E,$790.96 ,Tba,20 years old,None,"$9,756 ",Owned,Forced Air,Underground,Condo Apt,King West,Yes,Yes,MTCC-1353,74-84 sqm, details,1,2,NA,"$839,000 ","ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",C5414004,610 - 700 King St W,"Concierge, Gym, Party Room, Rooftop Deck, Visitor Parking, Meeting Room, Parking Garage, Pet Restriction","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,1240,E,$762.27 ,30-60,28 years old,Open Balcony,"$4,956 ",Exclusive,Forced Air,Underground,Condo Apt,Mount Olive | Silverstone | Jamestown,Yes,2,MTCC-1061,111-130 sqm, details,2,2,NA,"$569,888 ","CENTURY 21 PEOPLE`S CHOICE REALTY INC., BROKERAGE",W5412977,1109 - 1 Rowntree Rd,"Games Room, Indoor Pool, Rec Room, Sauna, Security Guard, Visitor Parking, Parking Garage, Pet Restriction","Heat, Water, Cable TV, Air Conditioning, Common Element, Building Insurance, Parking"
0,1200-1399,N,$536.65 ,12-Jan,-,Terrace,"$5,384 - $6,305",None,Forced Air,Owned,Condo Townhouse,Keelesdale-Eglinton West,Yes,Yes,TSCC-2502,111-130 sqm, details,2,2,NA,"$699,888 ","RE/MAX HALLMARK REALTY LTD., BROKERAGE",W5414120,7 - 473B Rogers Rd,"BBQ Permitted, Bike Storage, Security System",Water
0,840,SW,$768.66 ,Immediate,11 years old,Open Balcony,"$10,885 ",None,Forced Air,Underground,Condo Apt,Yonge and Bloor,Yes,Yes,TSCC-2058,74-84 sqm, details,2,1,NA,"$849,000 ","BSPOKE REALTY INC., BROKERAGE",C5412474,1505 - 33 Charles St E,"Concierge, Guest Suites, Gym, Outdoor Pool, Party Room, Visitor Parking, Beanfield Fibre Available, Media Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,480,N,$371.00 ,Flexible,6 years old,Open Balcony,"$11,889 ",Owned,Forced Air,Underground,Condo Apt,Yorkdale | Glen Park,Yes,Yes,TSCC-2480,46-56 sqm, details,1,1,1,"$535,000 ","RE/MAX REAL ESTATE CENTRE INC., BROKERAGE",W5415957,521 - 800 Lawrence Ave W,"Concierge, Gym, Guest Suites, Outdoor Pool, Party Room, Visitor Parking, Meeting Room, Pet Restriction","Heat, Water, Common Element, Building Insurance, Parking, Air Conditioning"
0,700-799,NW,"$1,027.00 ",Immediate,41 years old,Open Balcony,"$8,581 - $9,769",Ensuite,Forced Air,Underground,Condo Apt,Annex - U of T,No,Yes,YCC-529,65-74 sqm, details,1,1,1,"$635,000 ","KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",C5424276,304 - 212 St George St,"Bike Storage, Gym, Sauna, Security System, Parking Garage, Pet Restriction","Heat, Water, Hydro, Cable TV, Common Element"
0,481,E,$394.44 ,Immediate,3 years old,None,"$12,000 ",None,Forced Air,Underground,Condo Apt,Church St. Corridor,Yes,No,TSCC-2667,0-46 sqm, details,1,1,NA,"$539,999 ","BAY STREET GROUP INC., BROKERAGE",C5421105,3206 - 28 Wellesley St E,"BBQ Permitted, Concierge, Games Room, Gym, Party Room, Guest Suites, Indoor Pool, Media Room","Heat, Water, Air Conditioning, Building Insurance, Common Element"
0,616,N,$569.30 ,Immediately,24 years old,None,"$8,595 ",Owned,Forced Air,Underground,Condo Apt,Woburn,Yes,Yes,MTCC-1151,56-65 sqm, details,1+1,1,1,"$489,900 ","CENTURY 21 LEADING EDGE REALTY INC., BROKERAGE",E5424700,916 - 8 Lee Centre Dr,"Bike Storage, Concierge, Gym, Indoor Pool, Party Room, Visitor Parking, Public Transit, Parking Garage","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,675,W,$616.63 ,Flexible,18 years old,Open Balcony,"$10,159 ",Owned,Forced Air,Underground,Condo Apt,Willowdale East,Yes,Yes,TSCC-1495,65-74 sqm, details,1+1,1,1,"$639,995 ","ACRES REAL ESTATE INC., BROKERAGE",C5423252,LPH 11 - 51 Harrison Garden Blvd,"Concierge, Public Transit, Party Room, Guest Suites, Meeting Room, Parking Garage, Pet Restriction, Sauna","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,908,S,$645.06 ,60/90,5 years old,Open Balcony,"$7,738 ",Owned,Forced Air,Underground,Condo Apt,Wexford-Maryvale,Yes,Yes,TSCC-2504,84-93 sqm, details,2,2,1,"$650,000 ","BAY STREET GROUP INC., BROKERAGE",E5424361,1901 - 1328 Birchmount Rd,"Concierge, Gym, Indoor Pool, Party Room, Rec Room, Visitor Parking, Rooftop Deck, Jacuzzi","Air Conditioning, Common Element, Heat, Building Insurance, Parking"
0,641,W,$432.46 ,60/90,2 years old,Open Balcony,"$12,832 ",Owned,Forced Air,Underground,Condo Apt,Willowdale West,Yes,Yes,TSCC-2737,65-74 sqm, details,1+1,1,NA,"$769,900 ","RE/MAX ROYAL PROPERTIES REALTY, BROKERAGE",C5423975,612 - 5180 Yonge St,"Concierge, Gym, Media Room, Party Room, Sauna, Security Guard, Rec Room, Visitor Lounge","Heat, Water, Common Element, Building Insurance, Air Conditioning"
0,1128,S,"$1,231.05 ",30 Days/Tba,42 years old,Open Balcony,"$8,094 ",Exclusive,Water,Underground,Condo Apt,Yonge-St. Clair,No,Yes,YCC-472,93-111 sqm, details,2,2,1,"$849,900 ","ROYAL LEPAGE REAL ESTATE SERVICES LTD., BROKERAGE",C5424245,201 - 63 St Clair Ave W,"Concierge, Gym, Indoor Pool, Party Room, Visitor Parking, Meeting Room, Parking Garage, Pet Restriction","Heat, Water, Hydro, Cable TV, Common Element, Building Insurance, Parking, Air Conditioning"
0,500,E,$379.09 ,Immediate,7 years old,Open Balcony,"$11,717 ",Owned,Heat Pump,Underground,Condo Apt,South Parkdale,Yes,No,TSCC-2348,46-56 sqm, details,1,1,0,"$539,000 ","RIGHT AT HOME REALTY INC., BROKERAGE",C5425384,202 - 20 Joe Shuster Way,"Beanfield Fibre Available, FibreStream Internet, Guest Suites, Meeting Room, Parking Garage, Party Room, Pet Restriction, Rec Room","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,900,N,$670.61 ,30-45 Tba,34 years old,Enclosed Balcony,"$7,321 ",None,Forced Air,Underground,Condo Apt,Long Branch,Yes,Yes,MTCC-732,84-93 sqm, details,2,1,NA,"$615,000 ","ROYAL LEPAGE TERREQUITY RINOMATO, BROKERAGE",W5425260,1607 - 3845 Lake Shore Blvd W,"Car Wash, Gym, Party Room, Sauna, Security System, Visitor Parking, Public Transit, Parking Garage","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,632,N,$538.08 ,Immediate,22 years old,None,"$8,441 ",Owned,Forced Air,Underground,Condo Apt,Woburn,Yes,Yes,MTCC-1256,56-65 sqm, details,1+1,1,1,"$498,000 ","ONE PERCENT REALTY LTD., BROKERAGE",E5425353,2301 - 1 Lee Centre Dr,"Gym, Indoor Pool, Rec Room, Squash Court, Visitor Parking, Public Transit, Parking Garage, Pet Restriction","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking"
0,1138,SE,$881.64 ,Flexible,4 years old,Open Balcony,"$12,594 ",Owned,Forced Air,Underground,Condo Apt,Mimico,Yes,Yes,TSCC-2594,93-111 sqm, details,2+1,2,1,"$1,335,000 ","ROYAL LEPAGE SIGNATURE REALTY, BROKERAGE",W5426549,205 - 110 Marine Parade Dr,"Concierge, Guest Suites, Gym, Indoor Pool, Party Room, Bike Storage, Car Wash, FibreStream Internet","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,1200-1399,SE,$341.31 ,"30,60,90",4 years old,None,"$7,692 - $9,009",None,Forced Air,Underground,Condo Townhouse,Long Branch,Yes,Yes,TSCC-2592,111-130 sqm, details,3,3,1,"$999,999 ","ACRO GOLD REALTY INC., BROKERAGE",W5425846,19 - 125 Long Branch Ave,"Visitor Parking, BBQ Permitted","Air Conditioning, Common Element, Building Insurance, Parking"
0,884,SE,$937.97 ,Tba 60/90,18 years old,Open Balcony,"$10,974 ",None,Forced Air,Underground,Condo Apt,King West,Yes,No,TSCC-1555,74-84 sqm, details,2,2,0,"$899,900 ","KELLER WILLIAMS REFERRED URBAN REALTY, BROKERAGE",C5426059,723 - 36 Blue Jays Way,"Concierge, Gym, Indoor Pool, Rooftop Deck, BBQ Permitted, Elevator, Meeting Room, Parking Garage","Heat, Water, Air Conditioning, Common Element, Building Insurance, Parking"
0,1375,NE,$992.00 ,Tbd,37 years old,Open Balcony,"$6,164 ",Ensuite,Forced Air,Underground,Condo Apt,Banbury | Don Mills,Yes,Yes,MTCC-638,130-149 sqm, details,2,2,1,"$789,000 ","PROPERTY.CA INC., BROKERAGE",C5425789,2704 - 3 Concorde Pl,"Concierge, Gym, Indoor Pool, Party Room, Squash Court, Visitor Parking, Public Transit, Parking Garage","Heat, Water, Hydro, Air Conditioning, Common Element, Building Insurance, Parking, Cable TV"
0,1287,E,$864.24 ,Immediate,1 years old,Open Balcony,"$11,665 ",Owned,Forced Air,Underground,Condo Apt,Mount Pleasant West,Yes,Yes,TSCC-2763,111-130 sqm, details,2+1,2,1,"$1,399,800 ","RE/MAX HALLMARK REALTY LTD., BROKERAGE",C5425828,PH04 - 161 Roehampton Ave,"Concierge, Gym, Outdoor Pool, Party Room, Visitor Parking, Internet, Jacuzzi, Spa","Common Element, Building Insurance, Water"
0,1200-1399,W,$409.50 ,2022-01-04 0:00,44 years old,None,"$5,384 - $6,305",None,Forced Air,Owned,Condo Townhouse,Parkwoods-Donalda,Yes,Yes,YCC-317,111-130 sqm, details,3,2,1,"$699,900 ","CENTURY 21 LEADING EDGE REALTY INC., BROKERAGE",C5425649,13 Golden Apple Way,"BBQ Permitted, Outdoor Pool, Party Room, Visitor Parking","Water, Cable TV"
0,500-599,W,$398.74 ,Immediate,New,Open Balcony,"$10,696 - $13,022",Owned,Fan Coil,Underground,Condo Apt,Fort York,Yes,Yes,TSCC-2872,46-56 sqm, details,1,1,1,"$599,000 ","LIVING REALTY INC., BROKERAGE",C5425865,1913 - 38 Iannuzzi St,"Concierge, Guest Suites, Gym, Security Guard, Visitor Parking, BBQ Permitted, Bike Storage, Business Centre (WiFi)","Heat, Water, Common Element, Building Insurance"
0,1030,NW,"$1,376.39 ",Immediate,29 years old,None,"$8,635 ",Exclusive,Heat Pump,Underground,Condo Apt,Yonge and Bloor,Yes,Yes,MTCC-1021,93-111 sqm, details,2,2,1,"$829,000 ","SOTHEBY`S INTERNATIONAL REALTY CANADA, BROKERAGE",C5426220,1201 - 409 Bloor St E,"Rooftop Deck, BBQ Permitted, Parking Garage, Pet Restriction, Security System, Car Wash, Concierge, Gym","Heat, Water, Air Conditioning, Common Element, Building Insurance"
0,820,W,$669.43 ,30/Tbd,11 years old,Open Balcony,"$11,829 ",Owned,Forced Air,Underground,Comm Element Condo,Liberty Village,Yes,Yes,TSCC-2119,74-84 sqm, details,2,2,1,"$899,000 ","CENTURY 21 LEADING EDGE REALTY INC., BROKERAGE",C5426635,UPH 4 - 100 Western Battery Rd,"Concierge, Gym, Indoor Pool, Media Room, Visitor Parking, Beanfield Fibre Available, Guest Suites, Meeting Room","Heat, Water, Common Element, Building Insurance, Parking, Air Conditioning"
0,1200-1399,W,"$1,181.37 ",Immed/Tba,12 years old,Terrace,"$8,454 - $9,901",Owned,Forced Air,Underground,Condo Apt,Bayview Village,Yes,Yes,TSCC-1966,111-130 sqm, details,2,2,1,"$1,099,000 ","FOREST HILL REAL ESTATE INC., BROKERAGE",C5425887,407 - 662 Sheppard Ave E,"BBQ Permitted, Concierge, Gym, Indoor Pool, Party Room, Visitor Parking, Guest Suites, Meeting Room","Water, Common Element, Building Insurance, Parking, Air Conditioning"
